"UF";"CódigoDoCliente";"CodigoBanheiro";"LocalBanheiro SetorPredio";"TipoBanheiro";"CodigoEquipamento";"CódigoDoProduto";"HoraLiga";"HoraDesliga";"CodigoAroma";"DescriçaoAroma";"UltimaTroca";"Peso Refil";"SoltarNevoa";"PararNevoa"
"SP";3352;;"RECEPÇÃO MATERNIDADE";;;"ARO-25T";"06:00";"22:00";250;"115 - VERBENA";"23/11/2016";;"60";"180"
"SP";3825;;"BANHEIRO MASC AMOR";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO MASC RENNER";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"180"
"SP";3825;;"BANHEIRO FEM RENNER";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO FRAUDARIO";"UNISEX";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO INFANTIL";"UNISEX";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO FEM CAFÉ PONTO";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO MASC c&A";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO FEM AMOR";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO MASC ADM";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO FEM ADM";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO MASC CAFÉ PONTO";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO FEM L3";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"WC CAFÉ PONTO";"FEM";;"ARO-25T";"10:00";"20:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"180"
"SP";3825;;"WC L3";"FEM";;"ARO-25T";"10:00";"20:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"180"
"SP";3825;;"BANHEIRO FEM C&A";"FEM";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"BANHEIRO MASC L3";"MASC";;"ARO-25T";"10:00";"22:00";116;"95 - AMBER COLOGNE";"22/02/2222";;"90";"120"
"SP";3825;;"ENTRADA SHOPPING";;;"ARO-500T";"09:30";"21:30";230;"96 - LIME BASIL";"22/02/2222";;"05:00";"07:00"
"SP";4166;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"31/10/2016";;"120";"180"
"SP";4200;;"DENTRO DA LOJA";;;"ARO-25T";"08:00";"22:00";248;"114 - HAVAIANAS";"04/11/2016";;"120";"180"
"SP";4222;;"LOJA";"FEM";;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"24/11/2016";;"120";"180"
"SP";4234;;"AONDE TEM PONTO DE TOMADA";;;"ARO-25T";;;248;"114 - HAVAIANAS";"16/09/2016";;"2";"3"
"SP";4240;;;"FEM";;"ARO-25T";;;248;"114 - HAVAIANAS";"07/10/2016";;"120";"180"
"SP";4240;;;"UNISEX";;"ARO-25T";;;248;"114 - HAVAIANAS";"07/10/2016";;"120";"180"
"SP";4240;;;"MASC";;"ARO-25T";;;248;"114 - HAVAIANAS";"07/10/2016";;"120";"180"
"SP";4244;;"LOJA";;;"ARO-25T";;;248;"114 - HAVAIANAS";"04/11/2016";;"120";"180"
"SP";4254;;"LOJA";;;"ARO-25T";;;248;"114 - HAVAIANAS";"28/10/2016";;"120";"180"
"SP";4258;;"VEIGA FILHO EXPANSÃO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"PACAEMBU TNG";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"PACAEMBU EXPANSÃO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VEIGA FILHO PROX CAMICADO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VEIGA FILHO PROX AO CAFÉ DO PONTO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"HIGIENOPOLIS AREA EXPANSÃO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX RICHARDS";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX HAVANA";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"HIGIENOPOLIS PROX A TRACKFIELD";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"TERRAÇO PROX AO REI DO MATE";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"50"
"SP";4258;;"HIGIENOPOLIS PROX A TRACK & FIELD";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX TVZ";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM AREA EXPANSÃO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"HIGIENOPOLIS AREA EXPANSÃO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"PACAEMBU TNG";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"PACAEMBU EXPANSÃO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VEIGA FILHO EXPANSÃO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"TERRAÇO PROX AO REI DO MATE";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"TERRAÇO PROX AO SPOLETO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"50"
"SP";4258;;"VEIGA FILHO PROX A CAMICADO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM AREA EXPANSÃO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX RICHARDS";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX TVZ";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VILABOIM PROX HAVANA";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"TERRAÇO PROX SPOLETO";"MASC";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4258;;"VEIGA FILHO PROX A CAFÉ DO PONTO";"FEM";;"ARO-25T";"10:00";"22:00";250;"115 - VERBENA";"22/02/2222";;"120";"40"
"SP";4282;;"HAVAINAS";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"10/11/2016";;"120";"180"
"SP";4283;;"HAVAIANAS";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"09/11/2016";;"120";"180"
"SP";4289;;"LOJA";;;"ARO-25T";;;248;"114 - HAVAIANAS";"16/09/2016";;"110";"180"
"SP";4294;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"10/11/2016";;"66";"180"
"SP";4295;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"10/11/2016";;"66";"180"
"SP";4299;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/11/2016";;"110";"180"
"SP";4301;;;"ENTRADAS";;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"04/07/2016";;"110";"180"
"SP";4306;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"11/11/2016";;"90";"180"
"SP";4314;;"SALÃO MULEKA";;;"ARO-25T";"08:00";"19:00";110;"89 - LAVANDA SUPER";"22/02/2222";;"180";"90"
"SP";4314;;"AUDITÓRIO";;;"ARO-25T";"08:00";"19:00";110;"89 - LAVANDA SUPER";"22/02/2222";;"180";"90"
"SP";4314;;"SALÃO BOULEVARD";;;"ARO-25T";"08:00";"19:00";110;"89 - LAVANDA SUPER";"22/02/2222";;"180";"90"
"SP";4317;;;"ENTRADAS";;"ARO-25T";"10:00";"23:50";248;"114 - HAVAIANAS";"17/10/2016";;"60";"180"
"SP";4318;;"loja";;;"ARO-25T";"08:00";"19:00";248;"114 - HAVAIANAS";"17/10/2016";;"90";"180"
"SP";4323;;"HAVAIANAS";;;"ARO-25T";"10:00";"19:00";248;"114 - HAVAIANAS";"08/11/2016";;"90";"180"
"SP";4324;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4336;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"12/09/2016";;"90";"180"
"SP";4340;;"LOJA";;;"ARO-25T";"10:00";"20:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4353;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"11/11/2016";;"90";"180"
"SP";4363;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"06/09/2016";;"90";"180"
"SP";4364;;"LOJA";;;"ARO-25T";"09:00";"23:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4388;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"16/11/2016";;"90";"180"
"SP";4389;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"04/11/2016";;"90";"180"
"SP";4391;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"06/09/2016";;"90";"180"
"SP";4397;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"08/07/2016";;"90";"180"
"SP";4398;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4408;;"LOJA";;;"ARO-25T";"08:00";"18:00";248;"114 - HAVAIANAS";"26/10/2016";;"90";"180"
"SP";4411;;;;;"ARO-25T";"07:00";"22:00";117;"96 - LIME BASIL";"22/02/2222";;"90";"180"
"SP";4412;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"07/10/2016";;"90";"180"
"SP";4413;;"LOJA";;;"ARO-25T";"09:00";"22:00";248;"114 - HAVAIANAS";"17/10/2016";;"90";"180"
"SP";4415;;"INTERNAÇÃO";"ENTRADAS";;"ARO-25T";"07:00";"20:00";108;"87 - CAPIM LIMÃO                             ";"22/02/2222";;"100";"180"
"SP";4416;;"LOJA";;;"ARO-25T";;;248;"114 - HAVAIANAS";"08/11/2016";;"110";"180"
"SP";4417;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/11/2016";;"90";"180"
"SP";4423;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"11/11/2016";;"66";"180"
"SP";4438;;"LOJA - Av Cotovia, 643";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"16/11/2016";;"45";"90"
"SP";4438;;"LOJA - Rua Augusto Tolle, 648 (Cód. 4453)";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"16/11/2016";;"60";"180"
"SP";4438;;"LOJA - Rua Monte Serrat, 1373 (Cód 4467 )";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"16/11/2016";;"100";"180"
"SP";4438;;"LOJA-av helio pelegrino,743 ( 4538)";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"16/11/2016";;"60";"180"
"SP";4452;;"WC";"MASC";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"CENTRAL DE SEGURANÇA";"MASC";;"ARO-25T";"00:00";"00:00";118;"97 - MARCO POLO";"22/02/2222";;"7";"180"
"SP";4452;;"CENTRAL DE SEGURANÇA";"FEM";;"ARO-25T";"00:00";"00:00";118;"97 - MARCO POLO";"22/02/2222";;"7";"180"
"SP";4452;;"WC";"MASC";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"FEM";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC ADM";"MASC";;"ARO-25T";"09:00";"19:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC ADM";"FEM";;"ARO-25T";"09:00";"19:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"VESTIARIO";"MASC";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"VESTIARIO";"FEM";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"FEM";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"FEM";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"MASC";;"ARO-25T";"07:00";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"FEM";;"ARO-25T";"07:00";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4452;;"WC";"MASC";;"ARO-25T";"09:45";"22:00";118;"97 - MARCO POLO";"22/02/2222";;"45";"90"
"SP";4453;;"LOJA";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"22/02/2222";;"60";"180"
"SP";4454;;"WC";"FEM";;"ARO-25T";"08:30";"19:00";250;"115 - VERBENA";"25/10/2016";;"15";"180"
"SP";4454;;"WC";"MASC";;"ARO-25T";"08:30";"19:00";250;"115 - VERBENA";"25/10/2016";;"15";"180"
"SP";4454;;"WC";"MASC";;"ARO-25T";"08:30";"19:00";250;"115 - VERBENA";"25/10/2016";;"15";"180"
"SP";4454;;"WC";"FEM";;"ARO-25T";"08:30";"19:00";250;"115 - VERBENA";"25/10/2016";;"15";"180"
"SP";4463;;"ENTRADA RESTAURANTE";;;"ARO-25T";"08:00";"20:00";108;"87 - CAPIM LIMÃO                             ";"08/11/2016";;"60";"180"
"SP";4467;;"LOJA";;;"ARO-25T";"09:30";"19:30";250;"115 - VERBENA";"22/02/2222";;"100";"180"
"SP";4470;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"17/10/2016";;"90";"180"
"SP";4471;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/11/2016";;"90";"180"
"SP";4473;;"LOJA";;;"ARO-25T";"10:00";"20:00";248;"114 - HAVAIANAS";"22/11/2016";;"90";"180"
"SP";4482;;"LOJA";;;"ARO-25T";"10:00";"20:00";108;"87 - CAPIM LIMÃO                             ";"04/11/2016";;"120";"180"
"SP";4484;;"LOJA";;;"ARO-25T";"09:00";"20:00";248;"114 - HAVAIANAS";"07/11/2016";;"100";"180"
"SP";4485;;"LOJA";;;"ARO-25T";"08:00";"19:00";248;"114 - HAVAIANAS";"04/11/2016";;"100";"180"
"SP";4486;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"04/11/2016";;"160";"180"
"SP";4488;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/11/2016";;"110";"180"
"SP";4495;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"12/09/2016";;"90";"180"
"SP";4496;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"12/09/2016";;"90";"180"
"SP";4497;;"ENTRADA RESTAURANTE";;;"ARO-25T";"09:00";"20:00";117;"96 - LIME BASIL";"17/11/2016";;"60";"180"
"SP";4499;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4500;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"16/09/2016";;"90";"180"
"SP";4501;;"LOJA";;;"ARO-25T";"08:00";"18:00";248;"114 - HAVAIANAS";"16/09/2016";;"130";"180"
"SP";4502;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"16/02/2016";;"90";"180"
"SP";4503;;"LOJA";;;"ARO-25T";"08:00";"18:00";248;"114 - HAVAIANAS";"16/09/2016";;"130";"180"
"SP";4507;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/09/2016";;"90";"180"
"SP";4508;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"23/09/2016";;"150";"180"
"SP";4510;;"LOJA";;;"ARO-25T";"09:00";"23:00";248;"114 - HAVAIANAS";"23/09/2016";;"90";"180"
"SP";4511;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"23/09/2016";;"150";"180"
"SP";4512;;"LOJA";;;"ARO-25T";"09:00";"23:00";248;"114 - HAVAIANAS";"23/09/2016";;"90";"180"
"SP";4513;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/09/2016";;"90";"180"
"SP";4514;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/09/2016";;"90";"180"
"SP";4515;;"LOJA";;;"ARO-25T";"06:30";"17:00";248;"114 - HAVAIANAS";"23/09/2016";;"150";"180"
"SP";4516;;"LOJA";;;"ARO-25T";"09:00";"18:00";248;"114 - HAVAIANAS";"23/09/2016";;"150";"180"
"SP";4517;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"23/09/2016";;"150";"180"
"SP";4518;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"29/09/2016";;"90";"180"
"SP";4519;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"01/11/2016";;"90";"180"
"SP";4520;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"10/11/2016";;"90";"180"
"SP";4522;;"ENTRADA RESTAURANTE";;;"ARO-25T";"08:00";"20:00";108;"87 - CAPIM LIMÃO                             ";"04/11/2016";;"60";"120"
"SP";4523;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"07/11/2016";;"90";"180"
"SP";4524;;"LOJA";;;"ARO-25T";"10:00";"22:00";248;"114 - HAVAIANAS";"10/11/2016";;"90";"180"
